custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,tollten,equip,equipmon,equipten,callcard,cardmon,cardten,wireless,wiremon,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
6772-ZVVRDK-NX4,Zone 1,"> 250,000",Female,99,,June,14,High school degree,"Operation, Fabrication, General Labor",No,5,2 to 5,No,21,11.8,0.914382,-0.089506852,1.563618,0.447002367,No,Highly dissatisfied,Unmarried,Not married,Not married,1,4,1,2,0,1,0,0,0,Own,Condominium/Townhouse,5,4 to 7,3,Own,Import,10.5,Economy,No,Yes,Car,Single occupancy,20,Yes,No,No,No,No,No,No,No,No,No,No response,Slightly liberal,Yes,No,No,American Express,Platinum,None,Yes,9,6 to 10,Mastercard,Other,Cash back,No,8,6 to 10,8,265.11,4,93.29,No,Cereal,19,No,6.55,108.35,No,0,0,No,0,0,Yes,5.75,105,No,0,0,No,No,No,None,No,No,No,Yes,No,Yes,21,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No
6299-IMFAQU-EAQ,Zone 5,"< 2,500",Female,99,,May,16,Some college,Sales and Office,No,1,Less than 2,No,21,14.3,1.102101,0.097218358,1.900899,0.642326932,Yes,Highly dissatisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Rent,Condominium/Townhouse,4,4 to 7,4,Own,Import,11.6,Economy,Yes,No,Car,Single occupancy,26,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No response,Conservative,No,No,No,Visa,Platinum,None,No,6,6 to 10,Mastercard,Other,None,No,6,6 to 10,9,536.04,5,280.41,No,Energy bar,21,No,1.95,54,No,0,0,Yes,28.3,535.75,Yes,8,135,Yes,22.4,438.25,Yes,No,No,Cable modem,No,No,No,No,Yes,Yes,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
4922-CZOOJF-PSK,Zone 4,"50,000-249,999",Male,36,35-49,June,15,Some college,Managerial and Professional,No,4,2 to 5,No,55,5.3,1.48665,0.396525267,1.42835,0.356519932,No,Somewhat dissatisfied,Married,12,High school degree,4,8,0,0,0,0,0,0,8,Own,Multiple-Family,10,8 to 15,1,Own,Import,23.8,Standard,No,Yes,Walk,Non-motorized,25,No,No,No,No,No,No,No,Yes,No,No,No response,Slightly liberal,Yes,No,No,American Express,Platinum,Cash back,No,17,More than 15,Discover,Platinum,Airline miles,No,11,11 to 15,10,254.65,6,354.81,Yes,Energy bar,25,No,6.65,150.9,Yes,24,669.8,No,0,0,Yes,7.75,160,Yes,34.45,866.75,Yes,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,No,Yes,21,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
6670-RHMWYQ-KNJ,Zone 4,"50,000-249,999",Female,75,>65,March,19,College degree,Sales and Office,No,7,6 to 10,Yes,11,15.9,0.391776,-0.937065031,1.357224,0.305441437,No,Somewhat dissatisfied,Unmarried,Not married,Not married,1,7,0,0,0,0,0,0,7,Own,Single-family,44,More than 25,3,Own,Import,6.3,Economy,No,No,Car,Single occupancy,19,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No response,Moderate,Yes,No,No,American Express,None,Other,No,33,More than 15,Discover,Gold,Other,Yes,27,More than 15,4,79.44,3,48.72,No,Oatmeal,68,No,14.3,969.35,Yes,41,3040.25,No,0,0,Yes,11,660,No,0,0,Yes,No,No,DSL,No,Yes,Yes,Yes,No,Yes,13,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No
6590-SDFAWO-HEY,Zone 1,"> 250,000",Female,59,50-64,January,19,College degree,Sales and Office,No,5,2 to 5,No,44,17.9,3.42606,1.231410913,4.44994,1.492890613,No,Highly satisfied,Unmarried,Not married,Not married,1,3,0,3,0,0,0,0,0,,Multiple-Family,32,More than 25,6,Own,Import,32.3,Standard,Yes,No,Car,Single occupancy,19,Yes,No,No,No,No,No,No,No,No,No,No response,Moderate,No,No,Yes,Discover,None,Cash back,No,3,2 to 5,Mastercard,Gold,None,No,2,2 to 5,11,131.02,0,0,No,Cereal,8,No,3.05,22.1,Yes,18.25,170.3,No,0,0,No,0,0,No,0,0,No,Yes,Yes,Cable modem,No,Yes,Yes,No,No,Yes,15,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
4038-XRNFXU-8JL,Zone 5,"< 2,500",Female,34,25-34,January,16,Some college,"Precision Production, Craft, Repair",Yes,9,6 to 10,No,53,23.9,4.572787,1.520122866,8.094213,2.091149362,No,Highly satisfied,Married,18,College degree,3,0,0,0,0,0,0,0,0,Own,Single-family,10,8 to 15,3,Own,Import,30.8,Standard,No,Yes,Car,Single occupancy,21,Yes,No,No,Yes,No,No,Yes,No,No,No,No response,Moderate,No,No,Yes,Mastercard,Gold,Other,No,15,11 to 15,Visa,Gold,Cash back,No,14,11 to 15,14,442.68,2,46.66,Yes,Cereal,27,No,11.25,317.65,Yes,45,1168.3,Yes,48.5,1318.55,Yes,41.25,1155,Yes,47.75,1203.2,Yes,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
7865-BNVTDE-9BH,Zone 2,"> 250,000",Female,73,>65,December,10,Did not complete high school,Sales and Office,No,10,6 to 10,Yes,14,7.1,0.224644,-1.493238352,0.769356,-0.262201478,No,Highly satisfied,Married,12,High school degree,2,5,0,0,0,0,0,0,5,Own,Single-family,29,More than 25,4,Own,Import,6.6,Economy,No,No,Car,Single occupancy,22,Yes,No,Yes,No,No,No,No,No,No,No,No response,Slightly liberal,No,Yes,Yes,Other,None,Cash back,Yes,39,More than 15,Visa,Other,None,No,29,More than 15,7,115.73,5,79.61,No,Oatmeal,72,No,45.6,3224.65,Yes,56.75,4025.2,No,0,0,Yes,21.75,1525,No,0,0,Yes,No,No,None,Yes,Yes,Yes,Yes,No,Yes,21,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
0724-PVHYQY-ZJL,Zone 3,"> 250,000",Male,67,>65,September,10,Did not complete high school,Service,No,24,More than 15,Yes,,2.5,0.112125,-2.188140959,0.462875,-0.77029824,No,Somewhat satisfied,Married,9,Did not complete high school,2,8,0,0,0,0,0,0,8,Own,Condominium/Townhouse,44,More than 25,1,Own,Import,13.5,Economy,No,Yes,Motorcycle,Single occupancy,21,Yes,Yes,No,No,No,Yes,No,No,No,No,No response,Slightly conservative,Yes,No,Yes,Other,Other,None,No,32,More than 15,Mastercard,None,Cash back,No,20,More than 15,12,292.29,3,70.66,No,Cereal,57,No,13.25,878.65,Yes,28,1630.5,No,0,0,Yes,15.25,860,No,0,0,No,No,No,None,Yes,No,No,Yes,No,Yes,26,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
1751-UGIABB-VW5,Zone 5,"< 2,500",Female,63,50-64,November,21,Post-undergraduate degree,Service,Yes,13,11 to 15,No,254,4.3,3.637026,1.291166315,7.284974,1.985813871,No,Neutral,Married,19,College degree,2,1,0,1,0,0,0,0,0,Own,Single-family,23,16 to 25,5,Own,Import,79.4,Luxury,No,Yes,Car,Single occupancy,23,Yes,No,Yes,Yes,No,No,No,No,No,No,No response,Moderate,No,No,Yes,Discover,Other,Airline miles,No,36,More than 15,American Express,Other,Airline miles,No,24,More than 15,9,507.11,2,113.13,No,Cereal,58,Yes,25.6,1459.15,No,0,0,Yes,43.5,2439.15,Yes,22.25,1285,Yes,42.8,2402.35,Yes,Yes,Yes,Other,No,No,No,No,Yes,Yes,18,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,No,No,No
8669-KDTDDR-BQT,Zone 4,"> 250,000",Male,20,18-24,May,12,High school degree,Agricultural and Natural Resources,No,1,Less than 2,No,15,5.9,0.154875,-1.865136939,0.730125,-0.314539527,No,Somewhat dissatisfied,Married,13,High school degree,5,1,0,1,0,0,0,0,0,Own,Condominium/Townhouse,1,Less than 3,1,Lease,Import,5.6,Economy,No,Yes,Train/Subway,Public transportation,31,No,No,Yes,No,Yes,No,No,No,No,No,No response,Moderate,Yes,No,No,American Express,Gold,Airline miles,No,2,2 to 5,Discover,Platinum,Airline miles,No,3,2 to 5,10,114.84,1,18.27,Yes,Energy bar,11,No,4.1,54.55,Yes,19.5,238.5,No,0,0,Yes,25.5,235,No,0,0,No,No,No,None,Yes,Yes,Yes,Yes,No,Yes,22,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No
3477-MMFWGS-GYL,Zone 2,"< 2,500",Female,31,25-34,October,12,High school degree,"Operation, Fabrication, General Labor",No,8,6 to 10,No,24,13.6,1.504704,0.408596201,1.759296,0.564913729,Yes,Neutral,Married,12,High school degree,4,9,3,1,0,0,0,0,5,Own,Single-family,9,8 to 15,2,Own,Import,11.1,Economy,No,No,Car,Single occupancy,22,Yes,No,No,No,No,No,No,No,No,No,No response,Moderate,Yes,No,No,Visa,Platinum,Cash back,Yes,13,11 to 15,Mastercard,Gold,None,No,9,6 to 10,9,135.57,5,95.46,Yes,Cereal,39,Yes,6.2,214.05,No,0,0,No,0,0,Yes,26.25,965,No,0,0,No,No,No,None,No,No,No,No,No,Yes,25,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No
1886-LXGDFC-QON,Zone 2,"50,000-249,999",Female,51,50-64,May,15,Some college,Service,No,16,More than 15,No,28,5.6,0.370048,-0.994122552,1.197952,0.180613432,No,Neutral,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Rent,Single-family,9,8 to 15,4,Own,Import,14.7,Economy,No,Yes,Car,Single occupancy,29,Yes,No,Yes,No,No,No,No,No,No,No,Prices,Slightly liberal,Yes,No,Yes,Discover,Other,Other,No,5,2 to 5,Visa,None,Other,No,4,2 to 5,18,375.11,10,178.37,No,Energy bar,11,Yes,6.6,73.15,No,0,0,Yes,22.65,232.75,No,0,0,No,0,0,No,No,No,DSL,No,No,No,No,Yes,Yes,25,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
0515-HJKRYI-KB1,Zone 4,"> 250,000",,68,>65,May,15,Some college,"Operation, Fabrication, General Labor",No,33,More than 15,Yes,58,2.8,0.613872,-0.487968842,1.010128,0.010077055,No,Highly satisfied,Unmarried,Not married,Not married,1,4,0,1,3,0,0,0,0,Own,Single-family,38,More than 25,5,Own,Domestic,27,Standard,No,Yes,Car,Single occupancy,25,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No response,Liberal,Yes,Yes,Yes,American Express,None,Other,No,39,More than 15,Discover,Other,Cash back,No,30,More than 15,10,261.91,7,195.47,Yes,Oatmeal,72,Yes,21.3,1556.65,No,0,0,No,0,0,Yes,33,2345,No,0,0,Yes,No,No,Cable modem,No,No,No,No,No,Yes,23,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes
7820-OFHGFW-M5X,Zone 3,"10,000-49,999",Male,53,50-64,January,11,Did not complete high school,Managerial and Professional,No,13,11 to 15,No,52,13.7,1.667016,0.511035202,5.456984,1.696896256,No,Highly satisfied,Married,10,Did not complete high school,2,1,1,0,0,0,0,0,0,Own,Mobile Home,23,16 to 25,2,Own,Import,29.9,Standard,Yes,No,Car,Single occupancy,17,Yes,No,No,No,Yes,No,No,No,No,No,No response,Liberal,No,No,Yes,Mastercard,Gold,None,No,35,More than 15,Visa,Gold,Cash back,No,27,More than 15,6,170.47,6,162.01,Yes,Cereal,69,No,27.1,1817.45,No,0,0,No,0,0,Yes,20.25,1400,No,0,0,Yes,No,No,None,Yes,No,Yes,Yes,No,Yes,20,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes
1618-FPIXBZ-90I,Zone 5,"< 2,500",Female,26,25-34,September,18,College degree,Sales and Office,No,0,Less than 2,No,,15,0.84525,-0.168122837,2.60475,0.957336701,No,Highly dissatisfied,Married,16,Some college,5,0,0,0,0,0,0,0,0,Own,Single-family,5,4 to 7,1,Own,Import,12.6,Economy,No,Yes,Train/Subway,Public transportation,23,No,No,No,Yes,Yes,No,Yes,No,No,No,No response,Slightly liberal,Yes,Yes,No,Visa,Other,Airline miles,Yes,8,6 to 10,Mastercard,None,None,Yes,8,6 to 10,15,438.97,9,171.02,No,Cereal,54,Yes,17.3,911.25,No,0,0,No,0,0,Yes,20.5,1130,No,0,0,Yes,No,No,None,No,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
2989-VXKRVE-HWL,Zone 1,"> 250,000",Female,20,18-24,January,12,High school degree,Service,No,0,Less than 2,No,,10.1,0.384406,-0.956055993,1.837594,0.608457107,Yes,Highly dissatisfied,Married,11,Did not complete high school,5,1,1,0,0,0,0,0,0,Own,Condominium/Townhouse,1,Less than 3,2,Own,Domestic,11.4,Economy,No,Yes,Car,Single occupancy,21,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No response,Slightly conservative,No,No,No,Visa,None,Airline miles,No,2,2 to 5,Mastercard,Other,Other,No,2,2 to 5,11,217.54,4,44.94,Yes,Energy bar,36,Yes,4.95,170.95,No,0,0,No,0,0,Yes,11,380,No,0,0,No,No,No,None,No,Yes,No,No,No,Yes,22,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
9751-KKBDPN-CJG,Zone 2,"50,000-249,999",Female,19,18-24,April,14,High school degree,Service,No,0,Less than 2,No,20,10.6,1.07696,0.074142257,1.04304,0.042139526,No,Somewhat dissatisfied,Unmarried,Not married,Not married,2,0,0,0,0,0,0,0,0,Own,Single-family,0,Less than 3,1,Own,Import,8,Economy,No,No,Bus,Public transportation,36,No,No,No,Yes,No,No,No,No,No,No,No response,Moderate,Yes,No,Yes,Visa,None,Airline miles,Yes,2,2 to 5,Discover,Other,Other,No,2,2 to 5,11,210.31,7,155.94,No,Cereal,3,No,3.4,8.45,Yes,29.25,95.25,No,0,0,Yes,24,35,Yes,27.7,56.25,No,Yes,No,Dial-up,Yes,Yes,Yes,Yes,Yes,Yes,28,No,No,Yes,,Yes,Yes,Yes,Yes,No,Yes,No,No
2044-KFTKUB-YTV,Zone 3,"< 2,500",Female,99,,September,10,Did not complete high school,Service,No,2,2 to 5,No,,3.4,0.424116,-0.857748276,0.697884,-0.359702379,Yes,Highly dissatisfied,Married,10,Did not complete high school,5,1,0,1,0,0,0,0,0,Rent,Multiple-Family,2,Less than 3,1,Own,Domestic,11.1,Economy,Yes,Yes,Walk,Non-motorized,21,No,No,No,Yes,No,No,Yes,Yes,No,No,No response,Extremely conservative,Yes,Yes,Yes,Other,None,None,No,5,2 to 5,Mastercard,None,Other,No,5,2 to 5,12,408.51,5,195.66,No,Energy bar,36,No,8.65,279.85,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,No,No,No,Yes,14,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
0238-TDKQMF-WVH,Zone 5,"> 250,000",,49,35-49,November,12,High school degree,Service,No,22,More than 15,No,59,7.4,0.309986,-1.171228144,4.056014,1.400200718,No,Neutral,Married,15,Some college,2,9,1,1,0,0,0,0,7,Own,Condominium/Townhouse,23,16 to 25,2,Own,Import,27.8,Standard,Yes,No,Train/Subway,Public transportation,21,No,No,No,No,Yes,Yes,No,No,No,Yes,No response,Moderate,No,No,No,Visa,None,Airline miles,Yes,31,More than 15,American Express,Gold,Airline miles,No,24,More than 15,6,241.36,5,248.01,Yes,Cereal,67,No,18.4,1293.35,No,0,0,No,0,0,Yes,9.5,605,No,0,0,No,No,No,None,No,No,No,No,No,Yes,22,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
3841-PUTRMQ-6P3,Zone 1,"> 250,000",Male,37,35-49,October,19,College degree,Sales and Office,Yes,3,2 to 5,No,52,8,2.73728,1.006964727,1.42272,0.352570532,No,Somewhat satisfied,Unmarried,Not married,Not married,1,6,0,0,0,0,0,0,6,Own,Condominium/Townhouse,15,8 to 15,2,Own,Import,24.6,Standard,Yes,No,Car,Single occupancy,27,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No response,Moderate,No,No,Yes,Discover,None,Other,No,13,11 to 15,American Express,Other,Cash back,No,6,6 to 10,8,353.42,3,109.67,Yes,Energy bar,20,No,8.25,135.3,No,0,0,Yes,34.4,733.95,Yes,7,120,Yes,25.15,507.7,Yes,Yes,Yes,Other,Yes,Yes,No,No,Yes,Yes,20,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,No,No,No
5534-ERJQNY-GGA,Zone 5,"2,500-9,999",Female,44,35-49,April,17,College degree,Managerial and Professional,No,4,2 to 5,No,88,2.1,0.524832,-0.644677068,1.323168,0.280028861,No,Neutral,Married,16,Some college,2,0,0,0,0,0,0,0,0,Own,Condominium/Townhouse,8,8 to 15,4,Own,Domestic,40.2,Luxury,Yes,No,Car,Single occupancy,23,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No response,Liberal,No,No,No,Visa,None,None,No,4,2 to 5,Discover,Gold,Cash back,No,3,2 to 5,14,499.79,2,75.85,No,Cereal,5,No,8.2,49.7,Yes,17,73.7,Yes,29.05,100.45,No,0,0,No,0,0,No,Yes,No,Dial-up,No,Yes,No,Yes,No,Yes,17,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
9665-BSWFJD-TUL,Zone 1,"> 250,000",Male,41,35-49,September,11,Did not complete high school,Service,No,7,6 to 10,No,52,13.6,3.833024,1.343654048,3.238976,1.17525723,No,Highly satisfied,Married,8,Did not complete high school,2,1,1,0,0,0,0,0,0,Rent,Multiple-Family,12,8 to 15,0,N/A,N/A,-1,N/A,N/A,No,Carpool,Multiple occupancy,27,No,No,Yes,Yes,Yes,No,No,No,No,No,Prices,Moderate,No,No,No,Visa,Other,None,Yes,11,11 to 15,Discover,None,Other,No,6,6 to 10,14,356.05,10,378.7,No,Energy bar,24,No,5.1,114.55,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,No,No,No,Yes,22,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No
3988-VBWVBV-XMP,Zone 5,"< 2,500",Female,49,35-49,September,19,College degree,Service,Yes,16,More than 15,No,104,9.8,5.6056,1.723766098,4.5864,1.523095403,No,Neutral,Unmarried,Not married,Not married,2,4,0,4,0,0,0,0,0,Own,Multiple-Family,19,16 to 25,3,Own,Import,46.5,Luxury,No,Yes,Car,Single occupancy,24,Yes,No,No,Yes,No,No,No,No,No,No,No response,Conservative,No,No,No,Mastercard,Other,Cash back,No,24,More than 15,Visa,Gold,Airline miles,No,19,More than 15,11,296.22,5,158.18,Yes,Energy bar,41,Yes,11.55,464,No,0,0,Yes,44.45,1737.1,Yes,20.75,745,Yes,35.25,1420.75,Yes,Yes,No,Other,No,No,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,,Yes,Yes,No,No,Yes,No,Yes,Yes
1886-KFBZJE-VSQ,Zone 1,"< 2,500",Female,33,25-34,December,19,College degree,Sales and Office,No,3,2 to 5,No,57,12.7,3.141726,1.14477233,4.097274,1.410321875,Yes,Neutral,Married,18,College degree,5,5,0,0,0,0,0,0,5,Rent,Multiple-Family,12,8 to 15,2,Own,Domestic,26.8,Standard,Yes,No,Train/Subway,Public transportation,26,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No response,Moderate,No,No,No,American Express,None,Airline miles,No,3,2 to 5,Discover,Other,Other,No,4,2 to 5,21,613.66,3,107.43,Yes,Cereal,9,Yes,5.45,41.75,No,0,0,No,0,0,No,0,0,No,0,0,Yes,Yes,Yes,Cable modem,No,No,Yes,No,No,Yes,15,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
0132-MBDKOW-6I6,Zone 3,"10,000-49,999",Female,69,>65,January,10,Did not complete high school,Sales and Office,No,4,2 to 5,No,26,14.3,1.773486,0.572947101,1.944514,0.665012074,No,Neutral,Unmarried,Not married,Not married,1,1,0,1,0,0,0,0,0,Rent,Multiple-Family,19,16 to 25,2,Own,Domestic,17.3,Economy,No,No,Bus,Public transportation,32,No,Yes,No,Yes,No,No,No,No,No,No,No response,Slightly liberal,No,No,No,Other,Gold,Other,No,20,More than 15,Visa,Platinum,Other,No,13,11 to 15,11,173.54,5,125.85,No,Energy bar,39,No,6.3,223.65,Yes,18,700.55,No,0,0,No,0,0,No,0,0,No,No,No,None,Yes,Yes,No,Yes,No,Yes,29,Yes,Yes,Yes,,No,No,No,No,No,No,No,No
8243-LXUTAO-4HW,Zone 4,"50,000-249,999",Male,43,35-49,January,19,College degree,Sales and Office,No,4,2 to 5,No,77,9,0.47817,-0.737788961,6.45183,1.864363811,No,Highly dissatisfied,Unmarried,Not married,Not married,1,1,0,1,0,0,0,0,0,,Condominium/Townhouse,16,16 to 25,2,Own,Import,50.8,Luxury,No,Yes,Car,Single occupancy,24,Yes,No,No,No,No,No,No,No,No,No,Prices,Moderate,No,No,No,American Express,Platinum,Airline miles,No,15,11 to 15,Mastercard,Gold,Airline miles,No,8,6 to 10,12,1104.57,9,1146.08,No,Oatmeal,42,Yes,11.25,444,Yes,28.5,1186.4,No,0,0,Yes,24.25,980,Yes,39.05,1607.65,Yes,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No
1872-NNWTDW-A7N,Zone 4,"< 2,500",Male,99,,March,8,Did not complete high school,Service,Yes,23,More than 15,No,100,21.6,4.968,1.603017345,16.632,2.811328551,No,Highly satisfied,Married,11,Did not complete high school,2,7,0,0,0,0,0,0,7,Own,Condominium/Townhouse,29,More than 25,4,Own,Domestic,52.8,Luxury,Yes,No,Car,Single occupancy,33,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No response,Conservative,No,No,No,Discover,Other,None,No,33,More than 15,American Express,None,None,No,29,More than 15,8,277.52,6,231.24,No,Cereal,72,No,25.95,1966.85,No,0,0,No,0,0,Yes,15,1050,No,0,0,No,No,No,None,No,No,No,No,No,Yes,16,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No
3253-BBWSOT-ZIX,Zone 4,"< 2,500",Male,40,35-49,August,16,Some college,Sales and Office,No,2,2 to 5,No,,8.6,0.8514,-0.160873226,1.9866,0.686424635,Yes,Somewhat satisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,10,8 to 15,3,Lease,Domestic,16.1,Economy,Yes,No,Car,Single occupancy,34,Yes,Yes,No,No,No,No,No,No,No,No,No response,Slightly liberal,No,No,Yes,Visa,Platinum,Airline miles,No,22,More than 15,Mastercard,Platinum,Other,Yes,22,More than 15,8,149.06,3,84.22,Yes,Cereal,60,No,22.4,1410.65,No,0,0,No,0,0,Yes,12.25,725,No,0,0,Yes,No,No,DSL,Yes,No,No,No,Yes,Yes,17,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
0205-CECTHW-Z15,Zone 5,"> 250,000",Female,27,25-34,August,17,College degree,Managerial and Professional,No,1,Less than 2,No,21,2.6,0.16107,-1.825916226,0.38493,-0.954693779,No,Somewhat dissatisfied,Unmarried,Not married,Not married,1,7,1,2,0,0,0,0,4,Rent,Multiple-Family,1,Less than 3,2,Own,Domestic,9.4,Economy,Yes,No,Car,Single occupancy,17,Yes,No,No,No,No,No,No,No,No,No,No response,Extremely conservative,Yes,No,Yes,Mastercard,None,Airline miles,No,8,6 to 10,Visa,Gold,Other,No,8,6 to 10,4,63.19,1,14.68,No,Energy bar,18,Yes,7.25,102.1,No,0,0,Yes,29.7,492.65,No,0,0,No,0,0,Yes,No,No,Cable modem,No,Yes,No,No,Yes,Yes,17,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
6120-ZYMAZH-14N,Zone 1,"> 250,000",Male,64,50-64,November,15,Some college,Managerial and Professional,No,15,11 to 15,No,47,0.5,0.11233,-2.186314311,0.12267,-2.098257456,No,Highly satisfied,Unmarried,Not married,Not married,2,10,3,3,0,1,0,0,3,Own,Single-family,39,More than 25,5,Own,Domestic,24.6,Standard,No,Yes,Car,Single occupancy,23,Yes,No,No,Yes,No,No,No,No,No,Yes,No response,Conservative,Yes,No,Yes,Mastercard,Other,Other,No,13,11 to 15,Discover,Other,Airline miles,Yes,10,6 to 10,14,717.92,5,292.85,No,Cereal,33,No,5.35,165.35,Yes,18.75,687.6,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,No,Yes,No,Yes,16,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No
6856-FWZOYG-MSF,Zone 5,"10,000-49,999",Female,22,18-24,February,14,High school degree,Sales and Office,No,0,Less than 2,No,24,2.3,0.08832,-2.426788696,0.46368,-0.76856062,Yes,Highly dissatisfied,Married,15,Some college,6,1,1,0,0,0,0,0,0,Rent,Single-family,3,4 to 7,1,Own,Import,13.5,Economy,Yes,No,Bus,Public transportation,22,No,No,Yes,Yes,No,No,No,Yes,No,No,No response,Slightly conservative,No,No,Yes,Visa,Other,Airline miles,No,4,2 to 5,Other,Platinum,Cash back,No,4,2 to 5,9,187.14,6,109.92,No,Cereal,56,No,34.25,1879.65,No,0,0,No,0,0,Yes,34.5,1975,No,0,0,Yes,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,20,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No
3398-MLXGWI-AY9,Zone 5,"< 2,500",Female,58,50-64,October,14,High school degree,"Operation, Fabrication, General Labor",No,27,More than 15,Yes,9,21.7,1.246014,0.219949656,0.706986,-0.346744415,No,Neutral,Unmarried,Not married,Not married,1,2,1,1,0,0,0,0,0,Rent,Multiple-Family,25,16 to 25,0,N/A,N/A,-1,N/A,N/A,No,Walk,Non-motorized,34,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No response,Moderate,No,Yes,No,American Express,Other,Airline miles,No,25,More than 15,Mastercard,Platinum,Airline miles,Yes,21,More than 15,13,348.42,8,193.27,No,Oatmeal,57,No,10.9,600.65,No,0,0,No,0,0,Yes,11.5,665,No,0,0,No,No,No,None,No,No,No,No,No,No,0,No,No,Yes,No,No,No,No,No,Yes,No,No,No
3237-FGSMQY-QZY,Zone 1,"2,500-9,999",Female,60,50-64,September,17,College degree,Managerial and Professional,No,13,11 to 15,No,26,6.1,0.367952,-0.999802784,1.218048,0.197249577,No,Somewhat dissatisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,24,16 to 25,5,Own,Domestic,11.6,Economy,No,Yes,Car,Single occupancy,25,Yes,No,No,No,Yes,No,No,No,No,No,No response,Liberal,No,Yes,No,Discover,None,Other,No,29,More than 15,Mastercard,Other,Cash back,No,20,More than 15,11,220.83,1,16.66,No,Oatmeal,56,No,12.95,672.1,Yes,19.75,1087.8,Yes,42.8,2254.75,Yes,14.25,810,No,0,0,Yes,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,No,Yes,12,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
